id,order,family,genus,species,common_name,discovery_year,discoverer
716,rajiformes,rajidae,dipturus,dipturus batis,common skate,1758,Linnaeus
717,rajiformes,rajidae,dipturus,dipturus bullisi,Bullis skate,1962,Bigelow & Schroeder
718,rajiformes,rajidae,dipturus,dipturus campbelli,blackspot skate,1967,Wallace
719,rajiformes,rajidae,dipturus,dipturus canutus,grey skate,2008,Last
720,rajiformes,rajidae,dipturus,dipterus chilensis,yellownose skate,1848,Guichenot
721,rajiformes,rajidae,dipturus,dipturus chinensis,Chinese skate,1855,Basilewsky
722,rajiformes,rajidae,dipturus,dipturus crosnieri,Madagascar skate,1989,Seret
723,rajiformes,rajidae,dipturus,dipturus doutrei,violet skate,1960,Cadenat
724,rajiformes,rajidae,dipturus,dipturus ecuadoriensis,Ecuador skate,1941,Beebe & Tee-Van
725,rajiformes,rajidae,dipturus,dipturus flavirostris,,1892,Philippi
726,rajiformes,rajidae,dipturus,dipturus garricki,San Blas skate,1958,Bigelow & Schroeder
727,rajiformes,rajidae,dipturus,dipturus gigas,giant skate,1958,Ishiyama
728,rajiformes,rajidae,dipturus,dipturus grahamorum,Graham's skate,2008,Last
729,rajiformes,rajidae,dipturus,dipturus gudgeri,greenback skate,1940,Whitley
730,rajiformes,rajidae,dipturus,dipturus innominatus,New Zealand smooth skate,1974,Garrick & Paul
731,rajiformes,rajidae,dipturus,dipturus intermedius,flapper skate,1837,Parnell
732,rajiformes,rajidae,dipturus,dipturus johannisdavisi,Travancore skate,1899,Alcock
733,rajiformes,rajidae,dipturus,dipturus kwangtungensis,Kwangtung skate,1960,Chu
734,rajiformes,rajidae,dipturus,dipturus laevis,barndoor skate,1818,Mitchill
735,rajiformes,rajidae,dipturus,dipturus lamillai,,2019,"Concha, Caira, Ebert & Pompert"
736,rajiformes,rajidae,dipturus,dipturus lanceorostratus,rattail skate,1967,Wallace
737,rajiformes,rajidae,dipturus,dipturus leptocauda,thintail skate,1975,Krefft & Stehmann
738,rajiformes,rajidae,dipturus,dipturus macrocauda,bigtail skate,1955,Ishiyama
739,rajiformes,rajidae,dipturus,dipturus maugeanus,Maugean skate,2007,Last & Gledhill
740,rajiformes,rajidae,dipturus,dipturus melanospilus,blacktip skate,2008,"Last, White & Pogonoski"
741,rajiformes,rajidae,dipturus,dipturus mennii,South Brazilian skate,2001,Gomes & Parago
742,rajiformes,rajidae,dipturus,dipturus nidarosiensis,Norwegian skate,1881,Storm
743,rajiformes,rajidae,dipturus,dipturus olseni,spreadfin skate,1951,Bigelow & Schroeder
744,rajiformes,rajidae,dipturus,dipturus oregoni,hooktail skate,1958,Bigelow & Schroeder
745,rajiformes,rajidae,dipturus,dipturus oxyrinchus,long-nose skate,1758,Linnaeus
746,rajiformes,rajidae,dipturus,dipturus pullopunctatus,slimeskate,1964,Smith
747,rajiformes,rajidae,dipturus,dipturus queenslandicus,Queensland deepwater skate,2008,"Last, White & Pogonoski"
748,rajiformes,rajidae,dipturus,dipturus springeri,roughbelly skate,1967,Wallace
749,rajiformes,rajidae,dipturus,dipturus stenorhynchus,prownose skate,1967,Wallace
750,rajiformes,rajidae,dipturus,dipturus teevani,prickly brown ray,1951,Bigelow & Schroeder
751,rajiformes,rajidae,dipturus,dipturus tengu,acutenose skate,1903,Jordan & Fowler
752,rajiformes,rajidae,dipturus,dipturus trachyderma,roughskin skate,1975,Krefft & Stehmann
753,rajiformes,rajidae,dipturus,dipturus wengi,Weng's skate,2008,Seret & Last
754,rajiformes,rajidae,dipturus,dipturus wuhanlingi,Wu's skate,2008,Jeong & Nakabo
755,rajiformes,rajidae,hongeo,hongeo koreanus,Korean skate,1997,Jeong & Nakabo
756,rajiformes,rajidae,leucoraja,leucoraja caribbaea,Maya skate,1977,McEachran
757,rajiformes,rajidae,leucoraja,leucoraja circularis,sandy skate,1838,Couch
758,rajiformes,rajidae,leucoraja,leucoraja compagnoi,tigertail skate,1995,Stehmann
759,rajiformes,rajidae,leucoraja,leucoraja elaineae,Elaine's skate,2019,Ebert & Leslie
760,rajiformes,rajidae,leucoraja,leucoraja erinacea,little skate,1825,Mitchill
761,rajiformes,rajidae,leucoraja,leucoraja erinaceus,little skate,1825,Mitchill
762,rajiformes,rajidae,leucoraja,leucoraja fullonica,shagreen skate,1758,Linnaeus
763,rajiformes,rajidae,leucoraja,leucoraja garmani,rosette skate,1939,Whitley
764,rajiformes,rajidae,leucoraja,leucoraja lentiginosa,speckled skate,1951,Bigelow & Schroeder
765,rajiformes,rajidae,leucoraja,leucoraja leucosticta,white dappled skate,1971,Stehmann
766,rajiformes,rajidae,leucoraja,leucoraja melitensis,Maltese skate,1926,Clark
767,rajiformes,rajidae,leucoraja,leucoraja naevus,cuckoo skate,1841,Müller & Henle
768,rajiformes,rajidae,leucoraja,leucoraja ocellata,winter skate,1815,Mitchill
769,rajiformes,rajidae,leucoraja,leucoraja pristispina,sawback skate,2008,"Last, Stehmann & Seret"
770,rajiformes,rajidae,leucoraja,leucoraja virginica,Virginia skate,1977,McEachran
771,rajiformes,rajidae,leucoraja,leucoraja wallacei,yellow-spotted skate,1970,Hulley
772,rajiformes,rajidae,leucoraja,leucoraja yucatanensis,Yucatan skate,1950,Bigelow & Schroeder
773,rajiformes,rajidae,malacoraja,malacoraja kreffti,Krefft's skate,1978,Stehmann
774,rajiformes,rajidae,malacoraja,malacoraja obscura,Brazilian soft skate,2005,"Carvalho, Gomes & Gadig"
775,rajiformes,rajidae,malacoraja,malacoraja senta,smooth skate,1885,Garman
776,rajiformes,rajidae,malacoraja,malacoraja spinacidermis,soft skate,1923,Barnard
777,rajiformes,rajidae,neoraja,neoraja africana,West African pygmy skate,1983,Stehmann & Seret
778,rajiformes,rajidae,neoraja,neoraja caerulea,Blue ray,1976,Stehmann
779,rajiformes,rajidae,neoraja,neoraja carolinensis,Carolina pygmy skate,1984,McEachran & Stehmann
780,rajiformes,rajidae,neoraja,neoraja iberica,Iberian pygmy skate,2008,"Stehmann, Seret, Costa & Baro"
781,rajiformes,rajidae,neoraja,neoraja stehmanni,African pygmy skate,1972,Hulley
782,rajiformes,rajidae,okamejei,okamejei acutispina,sharpspine skate,1958,Ishiyama
783,rajiformes,rajidae,okamejei,okamejei arafurensis,arafura skate,2008,Last & Gledhill
784,rajiformes,rajidae,okamejei,okamejei bosemani,Boseman's skate,1987,Ishihara
785,rajiformes,rajidae,okamejei,okamejei cairae,Borneo sand skate,2010,"Last, Fahmi & Ishihara"
786,rajiformes,rajidae,okamejei,okamejei heemstrai,East African skate,1982,McEachran & Fechhelm
787,rajiformes,rajidae,okamejei,okamejei hollandi,yellow-spotted skate,1909,Jordan & Richardson
788,rajiformes,rajidae,okamejei,okamejei kenojei,ocellate spot skate,1841,Bürger in Müller & Henle
789,rajiformes,rajidae,okamejei,okamejei leptoura,thin-tail skate,2008,Last & Gledhill
790,rajiformes,rajidae,okamejei,okamejei meerdervoortii,bigeye skate,1860,Bleeker
791,rajiformes,rajidae,okamejei,okamejei mengae,,2007,"Jeong, Nakabo & Wu"
792,rajiformes,rajidae,okamejei,okamejei ornata,ornate skate,2015,"Weigmann, Stehmann & Thiel"
793,rajiformes,rajidae,okamejei,okamejei philipi,,1906,Lloyd
794,rajiformes,rajidae,okamejei,okamejei schmidti,browneye skate,1958,Ishiyama
795,rajiformes,rajidae,obiraja,obiraja jensenae,Sulu Sea skate,2010,Last & Lim
796,rajiformes,rajidae,obiraja,obiraja powelli,Indian ringed skate,1898,Alcock
797,rajiformes,rajidae,raja,raja asterias,Mediterranean starry ray,1809,Delaroche
798,rajiformes,rajidae,raja,raja brachyura,blonde ray,1873,Lafont
799,rajiformes,rajidae,raja,raja clavata,thornback ray,1758,Linnaeus
800,rajiformes,rajidae,raja,raja eglanteria,clearnose skate,1800,Bosc
801,rajiformes,rajidae,raja,raja herwigi,Cape Verde skate,1965,G. Krefft
802,rajiformes,rajidae,raja,raja maderensis,Madeiran ray,1838,R.T. Lowe
803,rajiformes,rajidae,raja,raja mauritaniensis,African ray,2021,White & Fricke
804,rajiformes,rajidae,raja,raja microocellata,small-eyed ray,1818,Montagu
805,rajiformes,rajidae,raja,raja miraletus,brown ray,1758,Linnaeus
806,rajiformes,rajidae,raja,raja montaguii,spotted ray,1910,Fowler
807,rajiformes,rajidae,raja,raja ocellifera,blue eye skate,1906,Regan
808,rajiformes,rajidae,raja,raja parva,African brown skate,2016,Last & Seret
809,rajiformes,rajidae,raja,raja pita,pita ray,1995,Fricke & Al-Hassan
810,rajiformes,rajidae,raja,raja polystigma,speckled ray,1923,Regan
811,rajiformes,rajidae,raja,raja radula,rough ray,1809,Delroche
812,rajiformes,rajidae,raja,raja straeleni,spotted skate,1951,Poll
813,rajiformes,rajidae,raja,raja undulata,undulate ray,1802,Lacepede
814,rajiformes,rajidae,raja,raja annandalei,Annandale's skate,1913,Weber
815,rajiformes,rajidae,rajella,rajella barnardi,bigthorn skate,1935,Norman
816,rajiformes,rajidae,rajella,rajella bathyphila,deepwater ray,1908,Holt & Byrne
817,rajiformes,rajidae,rajella,rajella bigelowi,Bigelow's ray,1978,Stehmann
818,rajiformes,rajidae,rajella,rajella caudaspinosa,munchkin skate,1923,von Bonde & Swart
819,rajiformes,rajidae,rajella,rajella challengeri,challenger skate,2008,Last & Stehmann
820,rajiformes,rajidae,rajella,rajella dissimilis,ghost skate,1970,Hulley
821,rajiformes,rajidae,rajella,rajella eisenhardti,Galapagos grey skate,1999,Long & McCosker
822,rajiformes,rajidae,rajella,rajella fuliginea,sooty skate,1954,Bigelow & Schroeder
823,rajiformes,rajidae,rajella,rajella fyllae,round ray,1887,Lutken
824,rajiformes,rajidae,rajella,rajella kukujevi,mid-Atlantic skate,1985,Dolganov
825,rajiformes,rajidae,rajella,rajella leoparda,leopard skate,1923,von Bonde & Swart
826,rajiformes,rajidae,rajella,rajella lintea,sailray,1838,Fries
827,rajiformes,rajidae,rajella,rajella nigerrima,blackish skate,1960,de Buen
828,rajiformes,rajidae,rajella,rajella paucispinosa,sparsely-thorned skate,2014,"Weigmann, Stehmann & Thiel"
829,rajiformes,rajidae,rajella,rajella pupuriventralis,purplebelly skate,1962,Bigelow & Schroeder
830,rajiformes,rajidae,rajella,rajella ravidula,smoothback skate,1970,Hulley
831,rajiformes,rajidae,rajella,rajella sadowskii,Brazilian skate,1974,Krefft & Stehmann
832,rajiformes,rajidae,rostroraja,rostroraja ackleyi,ocellate skate,1881,Garman
833,rajiformes,rajidae,rostroraja,rostroraja alba,bottlenose skate,1803,Lacepede
834,rajiformes,rajidae,rostroraja,rostroraja bahamensis,Bahama skate,1965,Bigelow & Schroeder
835,rajiformes,rajidae,rostroraja,rostroraja cervigoni,finspot ray,1964,Bigelow & Schroeder
836,rajiformes,rajidae,rostroraja,rostroraja eglanteria,clearnose skate,1800,Bosc
837,rajiformes,rajidae,rostroraja,rostroraja equatorialis,equatorial ray,1890,D.S. Jordan & Bollman
838,rajiformes,rajidae,rostroraja,rostroraja texana,Roundel skate,1921,Chandler
839,rajiformes,rajidae,rostroraja,rostroraja velezi,Velez ray,1973,Chirichigno F.
840,rajiformes,rajidae,spiniraja,spiniraja whitleyi,Melbourne skate,1938,Iredale
841,rajiformes,rajidae,zearaja,zearaja argentinensis,Argentine skate,2008,"Diaz de Astarloa, Mabragaña, Hanner & Figueroa"
842,rajiformes,rajidae,zearaja,zearaja maugeana,Maugean skate,2007,Last & Gledhill
843,rajiformes,rajidae,zearaja,zearaja nasuta,New Zealand rough skate,1841,Müller & Henle
844,rhinopristiformes,glaucostegidae,glaucostegus,glaucostegus cemiculus,blackchin guitarfish,1817,Saint-Hilaire
845,rhinopristiformes,glaucostegidae,glaucostegus,glaucostegus granulatus,sharpnose guitarfish,1829,Cuvier
846,rhinopristiformes,glaucostegidae,glaucostegus,glaucostegus halavi,halavi guitarfish,1775,Forsskål
847,rhinopristiformes,glaucostegidae,glaucostegus,glaucostegus microphthalmus,smalleyed guitarfish,1959,Teng
848,rhinopristiformes,glaucostegidae,glaucostegus,glaucostegus obtusus,widenose guitarfish,1841,Müller & Henle
849,rhinopristiformes,glaucostegidae,glaucostegus,glaucostegus petiti,Madagascar guitarfish,1929,Chabanaud
850,rhinopristiformes,glaucostegidae,glaucostegus,glaucostegus spinosus,spiny guitarfish,1870,Günther
851,rhinopristiformes,glaucostegidae,glaucostegus,glaucostegus thouin,clubnose guitarfish,1798,anonymous
852,rhinopristiformes,glaucostegidae,glaucostegus,glaucostegus typus,common shovelnose ray,1830,anonymous
853,rhinopristiformes,glaucostegidae,glaucostegus,glaucostegus younholeei,Bangladeshi guitarfish,2001,Habib & Islam
854,rhinopristiformes,pristidae,anoxypristis,anoxypristis cuspidata,knifetooth sawfish,1794,Latham
855,rhinopristiformes,pristidae,pristis,pristis clavata,dwarf sawfish,1906,Garman
856,rhinopristiformes,pristidae,pristis,pristis microdon,freshwater sawfish,1794,Latham
857,rhinopristiformes,pristidae,pristis,pristis pectinata,smalltooth sawfish,1794,Latham
858,rhinopristiformes,pristidae,pristis,pristis perotteti,large-tooth sawfish,1841,Müller & Henle
859,rhinopristiformes,pristidae,pristis,pristis pristis,largetooth sawfish,1758,Linnaeus
860,rhinopristiformes,pristidae,pristis,pristis zijsron,green sawfish,1851,Bleeker
861,rhinopristiformes,rhinobatidae,rhina,rhina ancyclostomus,bowmouth guitarfish,1801,Bloch & Schneider
862,rhinopristiformes,rhinobatidae,zapteryx,zapteryx brevirostris,shortnose guitarfish,1841,Müller & Henle
863,rhinopristiformes,rhinobatidae,zapteryx,zapteryx exasperata,banded guitarfish,1880,Jordan & Gilbert
864,rhinopristiformes,rhinobatidae,zapteryx,zapteryx zyster,southern banded guitarfish,1896,Jordan & Evermann
865,squatiniformes,squatinidae,squatina,squatina varii,Brazilian angelshark,2018,Vaz & Carvalho
866,torpediniformes,hypnidae,hypnos,hypnos monopterygius,coffin ray,1852,Duméril
867,torpediniformes,narcinidae,benthobatis,benthobatis kreffti,Brazilian blind electric ray,2001,"Rincon, Stehmann & Vooren"
868,torpediniformes,narcinidae,benthobatis,benthobatis marcida,Blind torpedo,1909,Bean & Weed
869,torpediniformes,narcinidae,benthobatis,benthobatis moresbyi,Dark blind ray,1898,Alcock
870,torpediniformes,narcinidae,benthobatis,benthobatis yangi,Taiwanese blind electric ray,2003,"Carvalho, Compagno & Ebert"
871,torpediniformes,narcinidae,diplobatis,diplobatis colombiensis,Colombian electric ray,1984,Fechhelm & McEachran
872,torpediniformes,narcinidae,diplobatis,diplobatis guamachensis,Brownband numbfish,1957,Martin Salazar
873,torpediniformes,narcinidae,diplobatis,diplobatis ommata,Occellated electric ray,1890,Jordan & Gilbert
874,torpediniformes,narcinidae,diplobatis,diplobatis picta,Painted electric ray,1950,Palmer
875,torpediniformes,narcinidae,discopyge,discopyge castelloi,Castello's apron numbfish,2008,"Menni, Rincon & Garcia"
876,torpediniformes,narcinidae,discopyge,discopyge tschudii,Apron ray,1846,Heckel
877,torpediniformes,narcinidae,narcine,narcine atzi,Atz's numbfish,2003,Carvalho & Randall
878,torpediniformes,narcinidae,narcine,narcine baliensis,Indonesian numbfish,2016,Carvalho & White
879,torpediniformes,narcinidae,narcine,narcine bancroftii,Lesser electric ray,1834,Griffith & Smith
880,torpediniformes,narcinidae,narcine,narcine brasiliensis,Brazilian electric ray,1831,Olfers
881,torpediniformes,narcinidae,narcine,narcine breviliabiata,Short-lip electric ray,1966,Bessednov
882,torpediniformes,narcinidae,narcine,narcine brunnea Annandale,Brown numbfish,1909,Annandale
883,torpediniformes,narcinidae,narcine,narcine entemedor,Giant electric ray,1895,Jordan & Starks
884,torpediniformes,narcinidae,narcine,narcine insolita,Madagascar numbfish,2002,"M.R. de Carvalho, Séret, & Compagno"
885,torpediniformes,narcinidae,narcinops,narcinops lasti,Western numbfish,2001,M.R. de Carvalho
886,torpediniformes,narcinidae,narcine,narcine leoparda,Leopard numbfish,2001,M.R. de Carvalho
887,torpediniformes,narcinidae,narcine,narcine lingula,Chinese numbfish,1846,Richardson
888,torpediniformes,narcinidae,narcine,narcine maculata,Dark-finned numbfish,1804,Shaw
889,torpediniformes,narcinidae,narcinops,narcinops nelsoni,Eastern numbfish,2008,M.R. de Carvalho
890,torpediniformes,narcinidae,narcine,narcine oculifera,Big-eye electric ray,2002,"M.R. de Carvalho, Compagno & Mee"
891,torpediniformes,narcinidae,narcinops,narcinops ornatus,Ornate numbfish,2008,M.R. de Carvalho
892,torpediniformes,narcinidae,narcine,narcine prodorsarlis,Tonkin numbfish,1966,Bessednov
893,torpediniformes,narcinidae,narcine,narcine rierai,Slender electric ray,1991,Lloris & Rucabado
894,torpediniformes,narcinidae,narcinops,narcinops tasmaniensis,Tasmanian numbfish,1841,Richardson
895,torpediniformes,narcinidae,narcine,narcine timlei,Spotted numbfish,1801,Bloch & Schneider
896,torpediniformes,narcinidae,narcine,narcine vermiculata,Vermiculate electric ray,1928,Breder
897,torpediniformes,narcinidae,narcinops,narcine westraliensis,Banded numbfish,1966,McKay
898,torpediniformes,narkidae,crassinarke,crassinarke dormitor,sleeper torpedo,1951,Takagi
899,torpediniformes,narkidae,electrolux,electrolux addisoni,ornate sleeper ray,2007,Compagno & Heemstra
900,torpediniformes,narkidae,heteronarce,heteronarce betuviai,Elat electric ray,1989,Baranes & Randall
901,torpediniformes,narkidae,heteronarce,heteronarce garmanii,Natal electric ray,1921,Regan
902,torpediniformes,narkidae,heteronarce,heteronarce mollis,soft electric ray,1907,Lloyd
903,torpediniformes,narkidae,heteronarce,heteronarce prabhui,Quilon electric ray,1981,Talwar
904,torpediniformes,narkidae,narke,narke capensis,onefin electric ray,1789,Gmelin
905,torpediniformes,narkidae,narke,narke dypterigia,numbray,1801,Bloch & Schneider
906,torpediniformes,narkidae,narke,narke japonica,Japanese sleeper ray,1831,Gray
907,torpediniformes,narkidae,temera,temera hardwickii,Finless sleeper ray,1831,Gray
908,torpediniformes,narkidae,typhlonarke,typhlonarke aysoni,blind electric ray,1902,Hamilton
909,torpediniformes,narkidae,typhlonarke,typhlonarke tarakea,oval electric ray,1929,Phillips
910,torpediniformes,platyrhinidae,platyrhina,platyrhina hyugaensis,Hyuga fanray,2011,"Iwatsuki, Miyamoto & Nakaya"
911,torpediniformes,platyrhinidae,platyrhina,platyrhina psomadakisi,Indian fanray,2016,White & Last
912,torpediniformes,platyrhinidae,platyrhina,platyrhina sinensis,fanray,1801,Bloch & Schneider
913,torpediniformes,platyrhinidae,platyrhina,platyrhina tangi,yellow-spotted fanray,2011,"Iwatsuki, Zhang & Nakaya"
914,torpediniformes,platyrhinidae,platyrhinoidis,platyrhinoidis triseriata,thornback guitarfish,1880,Jordan & Gilbert
915,torpediniformes,zanobatidae,zanobatus,zanobatus maculatus,panray,2016,Seret
916,torpediniformes,zanobatidae,zanobatus,zanobatus schoenleinii,striped panray,1841,Müller & Henle
917,myliobatiformes,hexatrygonidae,hexatrygon,hexatrygon bickelli,sixgill stingray,1980,Heemstra & Smith
918,myliobatiformes,plesiobatidae,plesiobatis,plesiobatis daviesi,deepwater stingray,1967,Wallace
919,myliobatiformes,urotrygonidae,urobatis,urobatis concentricus,bullseye round stingray,1916,Osburn & Nichols
920,myliobatiformes,urotrygonidae,urobatis,urobatis halleri,round stingray,1863,Cooper
921,myliobatiformes,urotrygonidae,urobatis,urobatis jamaicensis,yellow stingray,1816,Cuvier
922,myliobatiformes,urotrygonidae,urobatis,urobatis maculatus,spotted round ray,1913,Garman
923,myliobatiformes,urotrygonidae,urobatis,urobatis marmoratus,Chilean round stingray,1892,Philippi
924,myliobatiformes,urotrygonidae,urobatis,urobatis pardalis,leopard round stingray,2015,"Del Moral-Flores, Angula, Lopez & Bussing"
925,myliobatiformes,urotrygonidae,urobatis,urobatis sloani,,,
926,myliobatiformes,urotrygonidae,urobatis,urobatis tumbesensis,Tumbes round stingray,1979,Chirichigno F. & McEachran
927,myliobatiformes,dasyatidae,pastinachus,pastinachus ater,broad cowtail stingray,1883,Macleay
928,myliobatiformes,dasyatidae,pastinachus,pastinachus gracilicaudus,narrow cowtail stingray,2010,Last & Manjaji-Matsumoto
929,myliobatiformes,dasyatidae,pastinachus,pastinachus sephen,cowtail stingray,1775,Forsskål
930,myliobatiformes,dasyatidae,pastinachus,pastinachus solocirostris,roughnose cowtail stingray,2005,"Last, Manjaji & Yearsley"
931,myliobatiformes,dasyatidae,pastinachus,pastinachus stellurostris,starrynose cowtail stingray,2010,"Last, Fahmi & Naylor"
932,myliobatiformes,dasyatidae,fontitrygon,fontitrygon colarensis,Colares stingray,2004,"Santos, Gomes & Charvet-Almeida"
933,myliobatiformes,dasyatidae,fontitrygon,fontitrygon garouaensis,Niger stingray,1962,Stauch & Blanc
934,myliobatiformes,dasyatidae,fontitrygon,fontitrygon geijskesi,sharpsnout stingray,1948,Boeseman
935,myliobatiformes,dasyatidae,fontitrygon,fontitrygon margarita,daisy stingray,1870,Günther
936,myliobatiformes,dasyatidae,fontitrygon,fontitrygon margaritella,pearl stingray,1984,Compagno & Roberts
937,myliobatiformes,dasyatidae,fontitrygon,fontitrygon ukpam,pincushion stingray,1863,Smith
938,myliobatiformes,dasyatidae,urogymnus,urogymnus acanthobothrium,mumburarr whipray,2016,"Last, White & Kyne"
939,myliobatiformes,dasyatidae,urogymnus,urogymnus asperrimus,porcupine ray,1801,Bloch & Schneider
940,myliobatiformes,dasyatidae,urogymnus,urogymnus dalyensis,freshwater whipray,2008,Last & Manjaji-Matsumoto
941,myliobatiformes,dasyatidae,urogymnus,urogymnus granulatus,mangrove whipray,1883,Macleay
942,myliobatiformes,dasyatidae,urogymnus,urogymnus lobistoma,tubemouth whipray,2006,Manjaji-Matsumoto & Last
943,myliobatiformes,dasyatidae,urogymnus,urogymnus polylepis,giant freshwater stingray,1852,Bleeker
944,myliobatiformes,dasyatidae,fontitrygon,fontitrygon ukpam,thorny freshwater stingray,1863,Smith
945,myliobatiformes,dasyatidae,brevitrygon,brevitrygon heterura,,1852,Bleeker
946,myliobatiformes,dasyatidae,brevitrygon,brevitrygon imbricata,scaly whipray,1801,Bloch & Schneider
947,myliobatiformes,dasyatidae,brevitrygon,brevitrygon javaensis,Javan whipray,2013,Last & White
948,myliobatiformes,dasyatidae,brevitrygon,brevitrygon walga,dwarf whipray,1841,Müller & Henle
949,myliobatiformes,dasyatidae,fluvitrygon,fluvitrygon kittipongi,roughback whipray,2005,Vidthayanon & Roberts
950,myliobatiformes,dasyatidae,fluvitrygon,fluvitrygon oxyrhyncha,marbled whipray,1878,Sauvage
951,myliobatiformes,dasyatidae,fluvitrygon,fluvitrygon signifer,white-edged freshwater whipray,1982,Compagno & Roberts
952,myliobatiformes,dasyatidae,pateobatis,pateobatis bleekeri,Bleeker's whipray,1860,Blyth
953,myliobatiformes,dasyatidae,pateobatis,pateobatis fai,pink whipray,1906,Jordan & Seale
954,myliobatiformes,dasyatidae,pateobatis,pateobatis hortlei,Hortles' whipray,2006,"Last, Manjaji-Matsumoto & Kailola"
955,myliobatiformes,dasyatidae,pateobatis,pateobatis jenkinsii,Jenkins' whipray,1909,Annandale
956,myliobatiformes,dasyatidae,pateobatis,pateobatis uarnacoides,whitenose whipray,1852,Bleeker
957,myliobatiformes,dasyatidae,maculabatis,maculabatis ambigua,Baraka's whipray,2016,"Last, Bogorodsky & Alpermann"
958,myliobatiformes,dasyatidae,maculabatis,maculabatis arabica,Pakistan whipray,2016,Manjaji-Matsumoto & Last
959,myliobatiformes,dasyatidae,maculabatis,maculabatis astra,black-spotted whipray,2008,"Last, Manjaji-Matsumoto & Pogonoski"
960,myliobatiformes,dasyatidae,maculabatis,maculabatis bineeshi,short-tail whipray,2016,Manjaji-Matsumoto & Last
961,myliobatiformes,dasyatidae,maculabatis,maculabatis gerrardi,whitespotted whipray,1851,Gray
962,myliobatiformes,dasyatidae,maculabatis,maculabatis macrura,,1852,Bleeker
963,myliobatiformes,dasyatidae,maculabatis,maculabatis pastinacoides,round whipray,1852,Bleeker
964,myliobatiformes,dasyatidae,maculabatis,maculabatis randalli,Arabian banded whipray,2012,"Last, Manjaji-Matsumoto & Moore"
965,myliobatiformes,dasyatidae,maculabatis,maculabatis toshi,brown whipray,1939,Whitley
966,myliobatiformes,dasyatidae,himantura,himantura australis,Australian whipray,2016,"Last, White & Naylor"
967,myliobatiformes,dasyatidae,himantura,himantura leoparda,leopard whipray,2008,Manjaji-Matsumoto & Last
968,myliobatiformes,dasyatidae,himantura,himantura marginata,blackedge whipray,1860,Blyth
969,myliobatiformes,dasyatidae,himantura,himantura microphthalma,smalleye whipray,1948,Chen
970,myliobatiformes,dasyatidae,himantura,himantura pareh,,1852,Bleeker
971,myliobatiformes,dasyatidae,himantura,himantura tutul,fine-spotted leopard whipray,2013,"Borsa, Durand, Shen, Alyza, Solihin & Berrebi"
972,myliobatiformes,dasyatidae,himantura,himantura uarnak,reticulate whipray,1789,Gmelin
973,myliobatiformes,dasyatidae,himantura,himantura undulata,honeycomb whipray,1852,Bleeker
974,myliobatiformes,dasyatidae,neotrygon,neotrygon annotata,plain maskray,1987,Last
975,myliobatiformes,dasyatidae,neotrygon,neotrygon australiae,Australian bluespotted maskray,2016,"Last, White & Seret"
976,myliobatiformes,dasyatidae,neotrygon,neotrygon bobwardi,Bob Ward's bluespotted maskray,2017,"Borsa, Arlyza, Hoareau & Shen"
977,myliobatiformes,dasyatidae,neotrygon,neotrygon caeruleopunctata,bluespotted maskray,2016,"Last, White & Seret"
978,myliobatiformes,dasyatidae,neotrygon,neotrygon indica,Indian Ocean maskray,2018,"Pavan-Kumar, Kumar, Pitale, Shen & Borsa"
979,myliobatiformes,dasyatidae,neotrygon,neotrygon kuhlii,Kuhl's stingray,1841,Müller & Henle
980,myliobatiformes,dasyatidae,neotrygon,neotrygon leylandi,painted maskray,1987,Last
981,myliobatiformes,dasyatidae,neotrygon,neotrygon mallaccensis,Malacca Strait bluespotted maskray,2017,"Borsa, Arlyza, Hoareau & Shen"
982,myliobatiformes,dasyatidae,neotrygon,neotrygon moluccensis,Moluccan bluespotted maskray,2017,"Borsa, Arlyza, Hoareau & Shen"
983,myliobatiformes,dasyatidae,neotrygon,neotrygon ningalooensis,Ningaloo maskray,2010,"Last, White & Puckridge"
984,myliobatiformes,dasyatidae,neotrygon,neotrygon orientalis,Oriental bluespotted maskray,2016,"Last, White & Seret"
985,myliobatiformes,dasyatidae,neotrygon,neotrygon picta,speckled maskray,2008,Last & White
986,myliobatiformes,dasyatidae,neotrygon,neotrygon trigonoides,New Caldeonian maskray,1873,Castelnau
987,myliobatiformes,dasyatidae,neotrygon,neotrygon vali,Guadalcanal maskray,2017,Borsa
988,myliobatiformes,dasyatidae,neotrygon,neotrygon varidens,mahogany maskray,1885,Garman
989,myliobatiformes,dasyatidae,neotrygon,neotrygon westpapuensis,West Papuan bluspotted maskray,2017,"Borsa, Arlyza, Hoareau & Shen"
990,myliobatiformes,dasyatidae,taeniura,taeniura grabata,round fantail stingray,1817,Saint-Hilaire
991,myliobatiformes,dasyatidae,taeniura,taeniura lessoni,Oceania fantail ,2016,"Last, White & Naylor"
992,myliobatiformes,dasyatidae,taeniura,taeniura lymma,bluespotted ribbontail ray,1775,Forsskål
993,myliobatiformes,dasyatidae,taeniura,taeniurops meyeni,round ribbontail ray,1841,Müller & Henle
994,myliobatiformes,dasyatidae,hypanus,hypanus americanus,southern stingray,1928,Hildebrand & Schroeder
995,myliobatiformes,dasyatidae,hypanus,hypanus berthalutzae,Lutz's stingray,2020,"Petean, Naylor & Lima"
996,myliobatiformes,dasyatidae,hypanus,hypanus dipterurus,diamond stingray,1880,Jordan & Gilbert
997,myliobatiformes,dasyatidae,hypanus,hypanus guttatus,longnose stingray,1801,Bloch & Schneider
