id,order,family,genus,species,common_name,discovery_year,discoverer
1,hexanchiformes,chlamydoselachidae,chlamydoselachus,chlamydoselachus africana,southern african frilled shark,ebert,
2,hexanchiformes,chlamydoselachidae,chlamydoselachus,chlamydoselachus anguineus,frilled shark,1884,garman
3,hexanchiformes,hexanchidae,heptranchias,heptranchias perlo,sharp-nose seven-gill shark,,
4,hexanchiformes,hexanchidae,hexanchus,hexanchus griseus,blunt-nose six-gill shark,1788,bonnaterre
5,hexanchiformes,hexanchidae,hexanchus,hexanchus nakamurai,big-eyed six-gill shark,teng,
6,hexanchiformes,hexanchidae,hexanchus,hexanchus vitulus,atlantic six-gill shark,springer,
7,hexanchiformes,hexanchidae,notorynchus,notorynchus cepedianus,broad-nose seven-gill shark,,
8,squaliformes,centrophoridae,centrophorus,centrophorus atromarginatus,dwarf gulper shark,1913,garman
9,squaliformes,centrophoridae,centrophorus,centrophorus granulosus,gulper shark,,
10,squaliformes,centrophoridae,centrophorus,centrophorus harrissoni,dumb gulper shark,mcculloch,
11,squaliformes,centrophoridae,centrophorus,centrophorus moluccensis,small-fin gulper shark,bleeker,
12,squaliformes,centrophoridae,centrophorus,centrophorus seychellorum,seychelles gulper shark,baranes,
13,squaliformes,centrophoridae,centrophorus,centrophorus squamosus,leaf-scale gulper shark,1788,bonnaterre
14,squaliformes,centrophoridae,centrophorus,centrophorus tessellatus,mosaic gulper shark,1906,garman
15,squaliformes,centrophoridae,centrophorus,centrophorus uyato,little gulper shark,1810,rafinesque
16,squaliformes,centrophoridae,centrophorus,centrophorus westraliensis,western gulper shark,w. t. white,
17,squaliformes,centrophoridae,centrophorus,centrophorus zeehaani,southern dogfish,2008,"w. t. white, ebert & l. j. v. compagno"
18,squaliformes,centrophoridae,centrophorus,centrophorus,mini gulper shark,not yet described,
19,squaliformes,centrophoridae,centrophorus,centrophorus,slender gulper shark,not yet described,
20,squaliformes,centrophoridae,deania,deania calcea,bird-beak dogfish,,
21,squaliformes,centrophoridae,deania,deania hystricosa,rough long-nose dogfish,1906,garman
22,squaliformes,centrophoridae,deania,deania profundorum,arrow-head dogfish,,
23,squaliformes,centrophoridae,deania,deania quadrispinosa,long-snout dogfish,1915,mcculloch
24,squaliformes,dalatiidae,dalatias,dalatias licha,kite-fin shark,1788,bonnaterre
25,squaliformes,dalatiidae,euprotomicroides,euprotomicroides zantedeschia,tail-light shark,1966,hulley & m. j. penrith
26,squaliformes,dalatiidae,euprotomicrus,euprotomicrus bispinatus,pygmy shark,,
27,squaliformes,dalatiidae,heteroscymnoides,heteroscymnoides marleyi,long-nose pygmy shark,fowler 1934,
28,squaliformes,dalatiidae,isistius,isistius brasiliensis,cookie-cutter shark,1824,quoy & gaimard
29,squaliformes,dalatiidae,isistius,isistius plutodus,large-tooth cookiecutter shark,garrick,
30,squaliformes,dalatiidae,mollisquama,mollisquama parini,pocket shark,1984,dolganov
31,squaliformes,dalatiidae,squaliolus,squaliolus aliae,small-eye pygmy shark,teng,
32,squaliformes,dalatiidae,squaliolus,squaliolus laticaudus,spined pygmy shark,1912,h. m. smith & radcliffe
33,squaliformes,echinorhinidae,echinorhinus,echinorhinus brucus,bramble shark,1788,bonnaterre
34,squaliformes,echinorhinidae,echinorhinus,echinorhinus cookei,prickly shark,pietschmann,
35,squaliformes,etmopteridae,aculeola,aculeola nigra,hook-tooth dogfish,1959,f. de buen
36,squaliformes,etmopteridae,centroscyllium,centroscyllium excelsum,high-fin dogfish,shirai,
37,squaliformes,etmopteridae,centroscyllium,centroscyllium fabricii,black dogfish,,
38,squaliformes,etmopteridae,centroscyllium,centroscyllium granulatum,granular dogfish,günther,
39,squaliformes,etmopteridae,centroscyllium,centroscyllium kamoharai,bare-skin dogfish,t. abe,
40,squaliformes,etmopteridae,centroscyllium,centroscyllium nigrum,comb-tooth dogfish,1899,garman
41,squaliformes,etmopteridae,centroscyllium,centroscyllium ornatum,ornate dogfish,,
42,squaliformes,etmopteridae,centroscyllium,centroscyllium ritteri,white-fin dogfish,d. s. jordan,
43,squaliformes,etmopteridae,etmopterus,etmopterus baxteri,new zealand lanternshark,1957,garrick
44,squaliformes,etmopteridae,etmopterus,etmopterus benchleyi,ninja lanternshark,v. e. vásquez,
45,squaliformes,etmopteridae,etmopterus,etmopterus bigelowi,blurred lanternshark,shirai &,
46,squaliformes,etmopteridae,etmopterus,etmopterus brachyurus,short-tail lanternshark,h. m. smith,
47,squaliformes,etmopteridae,etmopterus,etmopterus bullisi,lined lanternshark,bigelow,
48,squaliformes,etmopteridae,etmopterus,etmopterus burgessi,broad-snout lanternshark,schaaf-da silva,
49,squaliformes,etmopteridae,etmopterus,etmopterus carteri,cylindrical lanternshark,s. springer,
50,squaliformes,etmopteridae,etmopterus,etmopterus caudistigmus,tail-spot lanternshark,last,
51,squaliformes,etmopteridae,etmopterus,etmopterus compagnoi,brown lanternshark,r. fricke,
52,squaliformes,etmopteridae,etmopterus,etmottoopoepterus decapidaaticusspidatus,comb-tooth lanternshark,w. l. y. chan,
53,squaliformes,etmopteridae,etmopterus,etmopterus dianthus,pink lanternshark,2002,"last, g. h. burgess & séret"
54,squaliformes,etmopteridae,etmopterus,etmopterus dislineatus,lined lanternshark,2002,"last, g. h. burgess & séret"
55,squaliformes,etmopteridae,etmopterus,etmopterus evansi,black-mouth lanternshark,2002,"last, g. h. burgess & séret"
56,squaliformes,etmopteridae,etmopterus,etmopterus fusus,pygmy lanternshark,2002,"last, g. h. burgess & séret"
57,squaliformes,etmopteridae,etmopterus,etmopterus gracilispinis,broad-banded lanternshark,g. krefft,
58,squaliformes,etmopteridae,etmopterus,etmopterus granulosus,southern lanternshark,1880,günther
59,squaliformes,etmopteridae,etmopterus,etmopterus hillianus,caribbean lanternshark,,
60,squaliformes,etmopteridae,etmopterus,etmopterus joungi,short-fin smooth lanternshark,knuckey,
61,squaliformes,etmopteridae,etmopterus,etmopterus litvinovi,small-eye lanternshark,parin,
62,squaliformes,etmopteridae,etmopterus,etmopterus lucifer,black-belly lanternshark,d. s. jordan &,
63,squaliformes,etmopteridae,etmopterus,etmopterus molleri,moller_s lanternshark,,
64,squaliformes,etmopteridae,etmopterus,etmopterus perryi,dwarf lanternshark,1985,s. springer & g. h. burgess
65,squaliformes,etmopteridae,etmopterus,etmopterus polli,african lanternshark,bigelow,
66,squaliformes,etmopteridae,etmopterus,etmopterus princeps,great lanternshark,collett,
67,squaliformes,etmopteridae,etmopterus,etmopterus pseudosqualiolus,false lanternshark,2002,"last, g. h. burgess & séret"
68,squaliformes,etmopteridae,etmopterus,etmopterus pusillus,smooth lanternshark,,
69,squaliformes,etmopteridae,etmopterus,etmopterus pycnolepis,dense-scale lanternshark,1990,kotlyar
70,squaliformes,etmopteridae,etmopterus,etmopterus robinsi,west indian lanternshark,schofield,
71,squaliformes,etmopteridae,etmopterus,etmopterus schultzi,fringe-fin lanternshark,1953,"bigelow, schroeder & s. springer"
72,squaliformes,etmopteridae,etmopterus,etmopterus sculptus,sculpted lanternshark,l. j. v. compagno &,ebert
73,squaliformes,etmopteridae,etmopterus,etmopterus sentosus,thorny lanternshark,bass,
74,squaliformes,etmopteridae,etmopterus,etmopterus sheikoi,rasp-tooth dogfish,1986,dolganov
75,squaliformes,etmopteridae,etmopterus,etmopterus spinax,velvet-belly lanternshark,,
76,squaliformes,etmopteridae,etmopterus,etmopterus splendidus,splendid lanternshark,ka. yano,
77,squaliformes,etmopteridae,etmopterus,etmopterus unicolor,bristled lanternshark,,
78,squaliformes,etmopteridae,etmopterus,etmopterus vibrator,traveller lanternshark,straube,
79,squaliformes,etmopteridae,etmopterus,etmopterus villosus,hawaiian lanternshark,c. h. gilbert,
80,squaliformes,etmopteridae,etmopterus,etmopterus virens,green lanternshark,1953,"bigelow, schroeder & s. springer"
81,squaliformes,etmopteridae,etmopterus,etmopterus,guadalupe lanternshark,not yet described,
82,squaliformes,etmopteridae,etmopterus,etmopterus,chilean lanternshark,not yet described,
83,squaliformes,etmopteridae,etmopterus,etmopterus,papua short-tail lanternshark,not yet described,
84,squaliformes,etmopteridae,trigonognathus,trigonognathus kabeyai,viper dogfish,1990,mochizuki & f. ohe
85,squaliformes,oxynotidae,oxynotus,oxynotus bruniensis,prickly dogfish,,
86,squaliformes,oxynotidae,oxynotus,oxynotus caribbaeus,caribbean roughshark,cervigón,
87,squaliformes,oxynotidae,oxynotus,oxynotus centrina,angular roughshark,1758,linnaeus
88,squaliformes,oxynotidae,oxynotus,oxynotus japonicus,japanese roughshark,ka. yano &,
89,squaliformes,oxynotidae,oxynotus,oxynotus paradoxus,sail-fin roughshark,frade,
90,squaliformes,somniosidae,centroscymnus,centroscymnus coelolepis,portuguese dogfish,1864,barbosa du bocage & brito capello
91,squaliformes,somniosidae,centroscymnus,centroscymnus owstonii,rough-skin dogfish,1906,garman
92,squaliformes,somniosidae,centroselachus,centroselachus crepidater,long-nose velvet dogfish,1864,barbosa du bocage & brito capello
93,squaliformes,somniosidae,scymnodalatias,scymnodalatias albicauda,white-tail dogfish,taniuchi,
94,squaliformes,somniosidae,scymnodalatias,scymnodalatias garricki,azores dogfish,kukuev,
95,squaliformes,somniosidae,scymnodalatias,scymnodalatias oligodon,sparse-tooth dogfish,1988,kukuev & konovalenko
96,squaliformes,somniosidae,scymnodalatias,scymnodalatias sherwoodi,sherwood_s dogfish,,
97,squaliformes,somniosidae,scymnodon,scymnodon ichiharai,japanese velvet dogfish,ka. yano &,
98,squaliformes,somniosidae,scymnodon,scymnodon macracanthus,large-spine velvet dogfish,,
99,squaliformes,somniosidae,scymnodon,scymnodon plunketi,plunket_s shark,,
100,squaliformes,somniosidae,scymnodon,scymnodon ringens,knife-tooth dogfish,1864,barbosa du bocage & brito capello
101,squaliformes,somniosidae,somniosus,somniosus antarcticus,southern sleeper shark,1939,whitley
102,squaliformes,somniosidae,somniosus,somniosus longus,frog shark,,
103,squaliformes,somniosidae,somniosus,somniosus microcephalus,greenland shark,,
104,squaliformes,somniosidae,somniosus,somniosus pacificus,pacific sleeper shark,1944,bigelow & schroeder
105,squaliformes,somniosidae,somniosus,somniosus rostratus,little sleeper shark,,
106,squaliformes,somniosidae,somniosus,somniosus,long-nose sleeper shark,not yet described,
107,squaliformes,somniosidae,zameus,zameus squamulosus,velvet dogfish,1877,günther
108,squaliformes,squalidae,cirrhigaleus,cirrhigaleus asper,rough-skin spurdog,,
109,squaliformes,squalidae,cirrhigaleus,cirrhigaleus australis,southern mandarin dogfish,last &,w. t. white
110,squaliformes,squalidae,cirrhigaleus,cirrhigaleus barbifer,mandarin dogfish,1912,s. tanaka (i
111,squaliformes,squalidae,squalus,squalus acanthias,spiny dogfish,1758,linnaeus
112,squaliformes,squalidae,squalus,squalus acutipinnis,blunt-nose spiny dogfish,1908,regan
113,squaliformes,squalidae,squalus,squalus albifrons,eastern high-fin spurdog,2007,"last, w. t. white & j. d. stevens"
114,squaliformes,squalidae,squalus,squalus altipinnis,western high-fin spurdog,2007,"last, w. t. white & j. d. stevens"
115,squaliformes,squalidae,squalus,squalus blainville,long-nose spurdog,,
116,squaliformes,squalidae,squalus,squalus brevirostris,japanese short-nose spurdog,1917,s. tanaka (i
117,squaliformes,squalidae,squalus,squalus bucephalus,big-head spurdog,séret &,last
118,squaliformes,squalidae,squalus,squalus chloroculus,green-eye spurdog,w. t. white &,last
119,squaliformes,squalidae,squalus,squalus clarkae,genie_s dogfish,2018,"pfleger, grubbs, cotton & daly-engel"
120,squaliformes,squalidae,squalus,squalus crassispinus,fat-spine spurdog,,last
121,squaliformes,squalidae,squalus,squalus cubensis,cuban dogfish,howell-rivero,
122,squaliformes,squalidae,squalus,squalus edmundsi,edmund_s spurdog,2007,"w. t. white, last & j. d. stevens"
123,squaliformes,squalidae,squalus,squalus formosus,taiwan spurdog,w. t. white &,
124,squaliformes,squalidae,squalus,squalus grahami,eastern long-nose spurdog,2007,"w. t. white, last & j. d. stevens"
125,squaliformes,squalidae,squalus,squalus griffini,northern spiny dogfish,phillipps,
126,squaliformes,squalidae,squalus,squalus hemipinnis,indonesian short-snout spurdog,2007,"w. t. white, last] & yearsley"
127,squaliformes,squalidae,squalus,squalus japonicus,japanese spurdog,ishikawa,
128,squaliformes,squalidae,squalus,squalus lalannei,seychelles spurdog,baranes,
129,squaliformes,squalidae,squalus,squalus megalops,short-nose spurdog,,
130,squaliformes,squalidae,squalus,squalus melanurus,black-tailed spurdog,fourmanoir,
131,squaliformes,squalidae,squalus,squalus mitsukurii,short-spine spurdog,1903,d. s. jordan & snyder
132,squaliformes,squalidae,squalus,squalus montalbani,indonesian greeneye spurdog,whitley,
133,squaliformes,squalidae,squalus,squalus nasutus,western long-nose spurdog,,last
134,squaliformes,squalidae,squalus,squalus notocaudatus,bar-tail spurdog,2007,"last, w. t. white & j. d. stevens"
135,squaliformes,squalidae,squalus,squalus rancureli,cyrano spurdog,1979,fourmanoir & rivaton
136,squaliformes,squalidae,squalus,squalus raoulensis,kermadec spiny dogfish,c. a. j. duffy,
137,squaliformes,squalidae,squalus,squalus suckleyi,pacific spiny dogfish,1854,girard
138,squaliformes,squalidae,squalus,squalus,lombok high-fin spurdog,not yet described,
139,pristiophoriformes,pristiophoridae,pliotrema,pliotrema warreni,six-gill sawshark,1906,regan
140,pristiophoriformes,pristiophoridae,pristiophorus,pristiophorus cirratus,long-nose sawshark,,
141,pristiophoriformes,pristiophoridae,pristiophorus,pristiophorus delicatus,tropical sawshark,2008,"yearsley, last & w. t. white"
142,pristiophoriformes,pristiophoridae,pristiophorus,pristiophorus japonicus,japanese sawshark,günther,
143,pristiophoriformes,pristiophoridae,pristiophorus,pristiophorus lanae,lana_s sawshark,ebert &,
144,pristiophoriformes,pristiophoridae,pristiophorus,pristiophorus nancyae,african dwarf sawshark,ebert &,
145,pristiophoriformes,pristiophoridae,pristiophorus,pristiophorus nudipinnis,short-nose sawshark,1870,günther
146,pristiophoriformes,pristiophoridae,pristiophorus,pristiophorus schroederi,bahamas sawshark,s. springer &,
147,squatiniformes,squatinidae,squatina,squatina aculeata,saw-back angelshark,g. cuvier,
148,squatiniformes,squatinidae,squatina,squatina africana,african angelshark,1908,regan
149,squatiniformes,squatinidae,squatina,squatina albipunctata,eastern angelshark,2008,last & w. t. white
150,squatiniformes,squatinidae,squatina,squatina argentina,argentine angelshark,,
151,squatiniformes,squatinidae,squatina,squatina armata,chilean angelshark,,
152,squatiniformes,squatinidae,squatina,squatina australis,australian angelshark,1906,regan
153,squatiniformes,squatinidae,squatina,squatina caillieti,philippines angelshark,2011,"j. h. walsh, ebert & l. j. v. compagno"
154,squatiniformes,squatinidae,squatina,squatina californica,pacific angelshark,ayres,
155,squatiniformes,squatinidae,squatina,squatina dumeril,atlantic angelshark,lesueur,
156,squatiniformes,squatinidae,squatina,squatina formosa,taiwan angelshark,s. c. shen,
157,squatiniformes,squatinidae,squatina,squatina guggenheim,angular angelshark,marini,
158,squatiniformes,squatinidae,squatina,squatina heteroptera,disparate angelshark,castro-aguirre,
159,squatiniformes,squatinidae,squatina,squatina japonica,japanese angelshark,bleeker,
160,squatiniformes,squatinidae,squatina,squatina legnota,indonesian angelshark,2008,last & w. t. white
161,squatiniformes,squatinidae,squatina,squatina mapama,"long, ebert, tavera, pizarro & robertson, 2021 (short-crested angelshark",,
162,squatiniformes,squatinidae,squatina,squatina mexicana,mexican angelshark,castro-aguirre,
163,squatiniformes,squatinidae,squatina,squatina nebulosa,clouded angelshark,1906,regan
164,squatiniformes,squatinidae,squatina,squatina occulta,hidden angelshark,vooren,
165,squatiniformes,squatinidae,squatina,squatina oculata,smooth-back angelshark,1840,bonaparte
166,squatiniformes,squatinidae,squatina,squatina pseudocellata,western angelshark,2008,last & w. t. white
167,squatiniformes,squatinidae,squatina,squatina squatina,angelshark,1758,linnaeus
168,squatiniformes,squatinidae,squatina,squatina tergocellata,ornate angelshark,1914,mcculloch
169,squatiniformes,squatinidae,squatina,squatina tergocellatoides,ocellated angelshark,j.s.t.f. chen,
170,heterodontiformes,heterodontidae,heterodontus,heterodontus francisci,horn shark,1855,girard
171,heterodontiformes,heterodontidae,heterodontus,heterodontus galeatus,crested bullhead shark,1870,günther
172,heterodontiformes,heterodontidae,heterodontus,heterodontus japonicus,japanese bullhead shark,maclay,
173,heterodontiformes,heterodontidae,heterodontus,heterodontus mexicanus,mexican hornshark,l. r. taylor,
174,heterodontiformes,heterodontidae,heterodontus,heterodontus omanensis,oman bullhead shark,z. h. baldwin,
175,heterodontiformes,heterodontidae,heterodontus,heterodontus portusjacksoni,port jackson shark,,
176,heterodontiformes,heterodontidae,heterodontus,heterodontus quoyi,galapagos bullhead shark,,
177,heterodontiformes,heterodontidae,heterodontus,heterodontus ramalheira,white-spotted bullhead shark,,
178,heterodontiformes,heterodontidae,heterodontus,heterodontus zebra,zebra bullhead shark,,
179,heterodontiformes,heterodontidae,heterodontus,heterodontus,cryptic hornshark,not yet described,
180,lamniformes,alopiidae,alopias,alopias pelagicus,pelagic thresher shark,nakamura,
181,lamniformes,alopiidae,alopias,alopias superciliosus,big-eye thresher shark,r. t. lowe,
182,lamniformes,alopiidae,alopias,alopias vulpinus,thresher shark,1788,bonnaterre
183,lamniformes,cetorhinidae,cetorhinus,cetorhinus maximus,basking shark,,
184,lamniformes,lamnidae,carcharodon,carcharodon carcharias,great white shark,1758,linnaeus
185,lamniformes,lamnidae,isurus,isurus oxyrinchus,short-fin mako,1810,rafinesque
186,lamniformes,lamnidae,isurus,isurus paucus,long-fin mako,guitart-manday,
187,lamniformes,lamnidae,lamna,lamna ditropis,salmon shark,c. l. hubbs,
188,lamniformes,lamnidae,lamna,lamna nasus,porbeagle shark,1788,bonnaterre
189,lamniformes,megachasmidae,megachasma,megachasma pelagios,megamouth shark,1983,"l. r. taylor, l. j. v. compagno & struhsaker"
190,lamniformes,mitsukurinidae,mitsukurina,mitsukurina owstoni,goblin shark,1898,d. s. jordan
191,lamniformes,odontaspididae,carcharias,carcharias taurus,sand tiger shark,1810,rafinesque
192,lamniformes,odontaspididae,odontaspis,odontaspis ferox,small-tooth sandtiger shark,,
193,lamniformes,odontaspididae,odontaspis,odontaspis noronhai,big-eye sand tiger shark,,
194,lamniformes,pseudocarchariidae,pseudocarcharias,pseudocarcharias kamoharai,crocodile shark,,
195,orectolobiformes,brachaeluridae,brachaelurus,brachaelurus colcloughi,blue-grey carpetshark,1908,j. d. ogilby
196,orectolobiformes,brachaeluridae,brachaelurus,brachaelurus waddi,blind shark,1801,bloch & j. g. schneider
197,orectolobiformes,ginglymostomatidae,ginglymostoma,ginglymostoma cirratum,nurse shark,1788,bonnaterre
198,orectolobiformes,ginglymostomatidae,ginglymostoma,ginglymostoma unami,pacific nurse shark,del-moral-flores,
199,orectolobiformes,ginglymostomatidae,nebrius,nebrius ferrugineus,tawny nurse shark,,
200,orectolobiformes,ginglymostomatidae,pseudoginglymostoma,pseudoginglymostoma brevicaudatum,short-tail nurse shark,1867,günther
201,orectolobiformes,hemiscylliidae,chiloscyllium,chiloscyllium arabicum,arabian carpetshark,gubanov,
202,orectolobiformes,hemiscylliidae,chiloscyllium,chiloscyllium burmensis,burmese bamboo shark,dingerkus &,
203,orectolobiformes,hemiscylliidae,chiloscyllium,chiloscyllium griseum,grey bamboo shark,1838,j. p. müller & henle
204,orectolobiformes,hemiscylliidae,chiloscyllium,chiloscyllium hasselti,hasselt_s bamboo shark,bleeker,
205,orectolobiformes,hemiscylliidae,chiloscyllium,chiloscyllium indicum,slender bamboo shark,,
206,orectolobiformes,hemiscylliidae,chiloscyllium,chiloscyllium plagiosum,white-spotted bamboo shark,referred to,anonymous
207,orectolobiformes,hemiscylliidae,chiloscyllium,chiloscyllium punctatum,brown-banded bamboo shark,1838,j. p. müller & henle
208,orectolobiformes,hemiscylliidae,hemiscyllium,hemiscyllium freycineti,indonesian speckled carpetshark,1824,quoy & gaimard
209,orectolobiformes,hemiscylliidae,hemiscyllium,hemiscyllium galei,cenderawasih epaulette shark,g. r. allen,
210,orectolobiformes,hemiscylliidae,hemiscyllium,hemiscyllium hallstromi,papuan epaulette shark,1967,|whitley
211,orectolobiformes,hemiscylliidae,hemiscyllium,hemiscyllium halmahera,halmahera epaulette shark,erdmann &,g. r. allen
212,orectolobiformes,hemiscylliidae,hemiscyllium,hemiscyllium henryi,triton epaulette shark,2008,g. r. allen & erdmann
213,orectolobiformes,hemiscylliidae,hemiscyllium,hemiscyllium michaeli,leopard epaulette shark,2010,g. r. allen & dudgeon
214,orectolobiformes,hemiscylliidae,hemiscyllium,hemiscyllium ocellatum,epaulette shark,,
215,orectolobiformes,hemiscylliidae,hemiscyllium,hemiscyllium strahani,hooded carpetshark,1967,whitley
216,orectolobiformes,hemiscylliidae,hemiscyllium,hemiscyllium trispeculare,speckled carpetshark,j. richardson,
217,orectolobiformes,hemiscylliidae,hemiscyllium,hemiscyllium,seychelles carpetshark,not yet described,
218,orectolobiformes,orectolobidae,eucrossorhinus,eucrossorhinus dasypogon,tasselled wobbegong,1867,bleeker
219,orectolobiformes,orectolobidae,orectolobus,orectolobus floridus,floral banded wobbegong,last &,
220,orectolobiformes,orectolobidae,orectolobus,orectolobus halei,banded wobbegong,whitley,
221,orectolobiformes,orectolobidae,orectolobus,orectolobus hutchinsi,western wobbegong,2006,"last, chidlow & l. j. v. compagno"
222,orectolobiformes,orectolobidae,orectolobus,orectolobus japonicus,japanese wobbegong,1906,regan
223,orectolobiformes,orectolobidae,orectolobus,orectolobus leptolineatus,indonesian wobbegong,2010,"last, pogonoski & w. t. white"
224,orectolobiformes,orectolobidae,orectolobus,orectolobus maculatus,spotted wobbegong,1788,bonnaterre
225,orectolobiformes,orectolobidae,orectolobus,orectolobus ornatus,ornate wobbegong,,
226,orectolobiformes,orectolobidae,orectolobus,orectolobus parvimaculatus,dwarf spotted wobbegong,2008,last & chidlow
227,orectolobiformes,orectolobidae,orectolobus,orectolobus reticulatus,network wobbegong,2008,"last, pogonoski & w. t. white]]"
228,orectolobiformes,orectolobidae,orectolobus,orectolobus wardi,northern wobbegong,1939,whitley
229,orectolobiformes,orectolobidae,sutorectus,sutorectus tentaculatus,cobbler wobbegong,,
230,orectolobiformes,parascylliidae,cirrhoscyllium,cirrhoscyllium expolitum,barbel-throat carpetshark,1913,h. m. smith & radcliffe
231,orectolobiformes,parascylliidae,cirrhoscyllium,cirrhoscyllium formosanum,taiwan saddled carpetshark,teng,
232,orectolobiformes,parascylliidae,cirrhoscyllium,cirrhoscyllium japonicum,saddle carpetshark,kamohara,
233,orectolobiformes,parascylliidae,parascyllium,parascyllium collare,collared carpetshark,e. p. ramsay,
234,orectolobiformes,parascylliidae,parascyllium,parascyllium elongatum,elongated carpetshark,2008,last & j. d. stevens
235,orectolobiformes,parascylliidae,parascyllium,parascyllium ferrugineum,rusty carpetshark,mcculloch,
236,orectolobiformes,parascylliidae,parascyllium,parascyllium sparsimaculatum,ginger carpetshark,t. goto,
237,orectolobiformes,parascylliidae,parascyllium,parascyllium variolatum,necklace carpetshark,,
238,orectolobiformes,rhincodontidae,rhincodon,rhincodon typus,whale shark,1828,a. smith
239,orectolobiformes,stegostomatidae,stegostoma,stegostoma fasciatum,zebra shark,,
240,carcharhiniformes,carcharhinidae,carcharhinus,carcharhinus acronotus,black-nose shark,1860,poey
241,carcharhiniformes,carcharhinidae,carcharhinus,carcharhinus albimarginatus,silver-tip shark,,
242,carcharhiniformes,carcharhinidae,carcharhinus,carcharhinus altimus,big-nose shark,1950,s. springer
243,carcharhiniformes,carcharhinidae,carcharhinus,carcharhinus amblyrhynchoides,graceful shark,1934,whitley
244,carcharhiniformes,carcharhinidae,carcharhinus,carcharhinus amblyrhynchos,grey reef shark,1856,bleeker
245,carcharhiniformes,carcharhinidae,carcharhinus,carcharhinus amboinensis,pig-eye shark,1839,j. p. müller & henle
246,carcharhiniformes,carcharhinidae,carcharhinus,carcharhinus borneensis,borneo shark,1858,bleeker
247,carcharhiniformes,carcharhinidae,carcharhinus,carcharhinus brachyurus,copper shark,1870,günther
248,carcharhiniformes,carcharhinidae,carcharhinus,carcharhinus brevipinna,spinner shark,1839,j. p. müller & henle
249,carcharhiniformes,carcharhinidae,carcharhinus,carcharhinus cautus,nervous shark,,
250,carcharhiniformes,carcharhinidae,carcharhinus,carcharhinus cerdale,pacific smalltail shark,c. h. gilbert,
251,carcharhiniformes,carcharhinidae,carcharhinus,carcharhinus coatesi,coates_ shark,1939,whitley
252,carcharhiniformes,carcharhinidae,carcharhinus,carcharhinus dussumieri,white-cheek shark,1839,j. p. müller & henle
253,carcharhiniformes,carcharhinidae,carcharhinus,carcharhinus falciformis,silky shark,1839,j. p. müller & henle
254,carcharhiniformes,carcharhinidae,carcharhinus,carcharhinus fitzroyensis,creek whaler,1943,whitley
255,carcharhiniformes,carcharhinidae,carcharhinus,carcharhinus galapagensis,galapagos shark,,
256,carcharhiniformes,carcharhinidae,carcharhinus,carcharhinus hemiodon,pondicherry shark,1839,j. p. müller & henle
257,carcharhiniformes,carcharhinidae,carcharhinus,carcharhinus humani,human_s whaler shark,w. t. white &,
258,carcharhiniformes,carcharhinidae,carcharhinus,carcharhinus isodon,fine-tooth shark,1839,j. p. müller & henle
259,carcharhiniformes,carcharhinidae,carcharhinus,carcharhinus leiodon,smooth-tooth blacktip shark,1985,garrick
260,carcharhiniformes,carcharhinidae,carcharhinus,carcharhinus leucas,bull shark,1839,j. p. müller & henle
261,carcharhiniformes,carcharhinidae,carcharhinus,carcharhinus limbatus,black-tip shark,1839,j. p. müller & henle
262,carcharhiniformes,carcharhinidae,carcharhinus,carcharhinus longimanus,oceanic whitetip shark,1861,poey
263,carcharhiniformes,carcharhinidae,carcharhinus,carcharhinus macloti,hard-nose shark,1839,j. p. müller & henle
264,carcharhiniformes,carcharhinidae,carcharhinus,carcharhinus melanopterus,black-tip reef shark,1824,quoy & gaimard
265,carcharhiniformes,carcharhinidae,carcharhinus,carcharhinus obscurus,dusky shark,1818,lesueur
266,carcharhiniformes,carcharhinidae,carcharhinus,carcharhinus perezi,caribbean reef shark,1876,poey
267,carcharhiniformes,carcharhinidae,carcharhinus,carcharhinus plumbeus,sandbar shark,,
268,carcharhiniformes,carcharhinidae,carcharhinus,carcharhinus porosus,small-tail shark,,
269,carcharhiniformes,carcharhinidae,carcharhinus,carcharhinus sealei,black-spot shark,,
270,carcharhiniformes,carcharhinidae,carcharhinus,carcharhinus signatus,night shark,1868,poey
271,carcharhiniformes,carcharhinidae,carcharhinus,carcharhinus sorrah,spot-tail shark,1839,j. p. müller & henle
272,carcharhiniformes,carcharhinidae,carcharhinus,carcharhinus tilstoni,australian blacktip shark,1950,whitley
273,carcharhiniformes,carcharhinidae,carcharhinus,carcharhinus tjutjot,indonesian whaler shark,1852,bleeker
274,carcharhiniformes,carcharhinidae,carcharhinus,carcharhinus,false smalltail shark,not yet described,
275,carcharhiniformes,carcharhinidae,galeocerdo,galeocerdo cuvier,tiger shark,,
276,carcharhiniformes,carcharhinidae,glyphis,glyphis gangeticus,ganges shark,1839,j. p. müller & henle
277,carcharhiniformes,carcharhinidae,glyphis,glyphis garricki,northern river shark,2008,"l. j. v. compagno, w. t. white & last"
278,carcharhiniformes,carcharhinidae,glyphis,glyphis glyphis,spear-tooth shark,1839,j. p. müller & henle
279,carcharhiniformes,carcharhinidae,glyphis,glyphis,mukah river shark,not yet described,
280,carcharhiniformes,carcharhinidae,isogomphodon,isogomphodon oxyrhynchus,dagger-nose shark,1839,j. p. müller & henle
281,carcharhiniformes,carcharhinidae,lamiopsis,lamiopsis temmincki,broad-fin shark,1839,j. p. müller & henle
282,carcharhiniformes,carcharhinidae,lamiopsis,lamiopsis tephrodes,borneo broadfin shark,1905,fowler
